date,price,shares,cash,equity
2021-06-03,1.44,0,1000.0,1000.0
2021-06-04,1.53,0,1000.0,1000.0
2021-06-07,1.64,0,1000.0,1000.0
2021-06-08,1.65,0,1000.0,1000.0
2021-06-09,1.59,0,1000.0,1000.0
2021-06-10,1.59,0,1000.0,1000.0
2021-06-11,1.66,0,1000.0,1000.0
2021-06-14,1.6,0,1000.0,1000.0
2021-06-15,1.67,0,1000.0,1000.0
2021-06-16,1.73,0,1000.0,1000.0
2021-06-17,1.66,0,1000.0,1000.0
2021-06-18,1.6,0,1000.0,1000.0
2021-06-21,1.58,0,1000.0,1000.0
2021-06-22,1.6,0,1000.0,1000.0
2021-06-23,1.53,0,1000.0,1000.0
2021-06-24,1.56,0,1000.0,1000.0
2021-06-25,1.45,0,1000.0,1000.0
2021-06-28,1.41,0,1000.0,1000.0
2021-06-29,1.33,0,1000.0,1000.0
2021-06-30,1.4,0,1000.0,1000.0
2021-07-01,1.42,0,1000.0,1000.0
2021-07-02,1.37,0,1000.0,1000.0
2021-07-06,1.3,0,1000.0,1000.0
2021-07-07,1.27,0,1000.0,1000.0
2021-07-08,1.23,0,1000.0,1000.0
2021-07-09,1.28,0,1000.0,1000.0
2021-07-12,1.25,0,1000.0,1000.0
2021-07-13,1.22,0,1000.0,1000.0
2021-07-14,1.16,0,1000.0,1000.0
2021-07-15,1.13,0,1000.0,1000.0
2021-07-16,1.05,237,750.4,999.25
2021-07-19,1.1,237,750.4,1011.1
2021-07-20,1.1,237,750.4,1011.1
2021-07-21,1.19,237,750.4,1032.43
2021-07-22,1.17,237,750.4,1027.69
2021-07-23,1.15,237,750.4,1022.95
2021-07-26,1.17,237,750.4,1027.69
2021-07-27,1.14,237,750.4,1020.58
2021-07-28,1.28,237,750.4,1053.76
2021-07-29,1.23,237,750.4,1041.91
2021-07-30,1.13,237,750.4,1018.21
2021-08-02,1.13,237,750.4,1018.21
2021-08-03,1.13,237,750.4,1018.21
2021-08-04,1.09,237,750.4,1008.73
2021-08-05,1.14,237,750.4,1020.58
2021-08-06,1.19,237,750.4,1032.43
2021-08-09,1.14,237,750.4,1020.58
2021-08-10,1.19,237,750.4,1032.43
2021-08-11,1.21,237,750.4,1037.17
2021-08-12,1.15,237,750.4,1022.95
2021-08-13,1.16,237,750.4,1025.32
2021-08-16,1.09,237,750.4,1008.73
2021-08-17,1.04,237,750.4,996.88
2021-08-18,1.14,237,750.4,1020.58
2021-08-19,1.05,237,750.4,999.25
2021-08-20,1.08,237,750.4,1006.36
2021-08-23,1.12,237,750.4,1015.84
2021-08-24,1.12,237,750.4,1015.84
2021-08-25,1.16,237,750.4,1025.32
2021-08-26,1.12,237,750.4,1015.84
2021-08-27,1.21,237,750.4,1037.17
2021-08-30,1.21,237,750.4,1037.17
2021-08-31,1.3,237,750.4,1058.5
2021-09-01,1.31,237,750.4,1060.87
2021-09-02,1.44,237,750.4,1091.68
2021-09-03,1.48,237,750.4,1101.16
2021-09-07,1.52,237,750.4,1110.64
2021-09-08,1.51,237,750.4,1108.27
2021-09-09,1.46,237,750.4,1096.42
2021-09-10,1.66,166,867.91,1143.47
2021-09-13,1.78,100,985.04,1163.04
2021-09-14,1.84,0,1168.49,1168.49
2021-09-15,2.05,0,1168.49,1168.49
2021-09-16,1.96,0,1168.49,1168.49
2021-09-17,1.89,0,1168.49,1168.49
2021-09-20,1.69,0,1168.49,1168.49
2021-09-21,1.74,0,1168.49,1168.49
2021-09-22,1.71,0,1168.49,1168.49
2021-09-23,1.78,0,1168.49,1168.49
2021-09-24,1.64,0,1168.49,1168.49
2021-09-27,1.71,0,1168.49,1168.49
2021-09-28,1.69,0,1168.49,1168.49
2021-09-29,1.66,0,1168.49,1168.49
2021-09-30,1.72,0,1168.49,1168.49
2021-10-01,1.69,0,1168.49,1168.49
2021-10-04,1.7,0,1168.49,1168.49
2021-10-05,1.74,0,1168.49,1168.49
2021-10-06,1.6,0,1168.49,1168.49
2021-10-07,1.64,0,1168.49,1168.49
2021-10-08,1.55,0,1168.49,1168.49
2021-10-11,1.59,0,1168.49,1168.49
2021-10-12,1.75,0,1168.49,1168.49
2021-10-13,1.84,0,1168.49,1168.49
2021-10-14,1.82,0,1168.49,1168.49
2021-10-15,1.84,0,1168.49,1168.49
2021-10-18,1.91,0,1168.49,1168.49
2021-10-19,1.88,0,1168.49,1168.49
2021-10-20,2.01,0,1168.49,1168.49
2021-10-21,1.93,0,1168.49,1168.49
2021-10-22,1.86,0,1168.49,1168.49
2021-10-25,1.96,0,1168.49,1168.49
2021-10-26,1.91,0,1168.49,1168.49
2021-10-27,1.83,0,1168.49,1168.49
2021-10-28,1.85,0,1168.49,1168.49
2021-10-29,1.74,0,1168.49,1168.49
2021-11-01,1.8,0,1168.49,1168.49
2021-11-02,1.78,0,1168.49,1168.49
2021-11-03,1.87,0,1168.49,1168.49
2021-11-04,1.88,0,1168.49,1168.49
2021-11-05,1.9,0,1168.49,1168.49
2021-11-08,2.1,0,1168.49,1168.49
2021-11-09,2.0,0,1168.49,1168.49
2021-11-10,1.93,0,1168.49,1168.49
2021-11-11,2.05,0,1168.49,1168.49
2021-11-12,1.99,0,1168.49,1168.49
2021-11-15,1.92,0,1168.49,1168.49
2021-11-16,1.84,0,1168.49,1168.49
2021-11-17,1.87,0,1168.49,1168.49
2021-11-18,1.85,0,1168.49,1168.49
2021-11-19,1.69,0,1168.49,1168.49
2021-11-22,1.56,0,1168.49,1168.49
2021-11-23,1.63,0,1168.49,1168.49
2021-11-24,1.64,0,1168.49,1168.49
2021-11-26,1.57,0,1168.49,1168.49
2021-11-29,1.55,0,1168.49,1168.49
2021-11-30,1.49,0,1168.49,1168.49
2021-12-01,1.38,0,1168.49,1168.49
2021-12-02,1.42,0,1168.49,1168.49
2021-12-03,1.3,0,1168.49,1168.49
2021-12-06,1.38,0,1168.49,1168.49
2021-12-07,1.46,0,1168.49,1168.49
2021-12-08,1.47,0,1168.49,1168.49
2021-12-09,1.43,0,1168.49,1168.49
2021-12-10,1.39,0,1168.49,1168.49
2021-12-13,1.32,0,1168.49,1168.49
2021-12-14,1.27,0,1168.49,1168.49
2021-12-15,1.41,0,1168.49,1168.49
2021-12-16,1.33,0,1168.49,1168.49
2021-12-17,1.29,0,1168.49,1168.49
2021-12-20,1.21,0,1168.49,1168.49
2021-12-21,1.33,0,1168.49,1168.49
2021-12-22,1.33,0,1168.49,1168.49
2021-12-23,1.33,0,1168.49,1168.49
2021-12-27,1.38,0,1168.49,1168.49
2021-12-28,1.28,0,1168.49,1168.49
2021-12-29,1.22,0,1168.49,1168.49
2021-12-30,1.22,0,1168.49,1168.49
2021-12-31,1.22,0,1168.49,1168.49
2022-01-03,1.38,0,1168.49,1168.49
2022-01-04,1.38,0,1168.49,1168.49
2022-01-05,1.42,0,1168.49,1168.49
2022-01-06,1.35,0,1168.49,1168.49
2022-01-07,1.45,0,1168.49,1168.49
2022-01-10,1.36,0,1168.49,1168.49
2022-01-11,1.39,0,1168.49,1168.49
2022-01-12,1.36,0,1168.49,1168.49
2022-01-13,1.3,0,1168.49,1168.49
2022-01-14,1.3,0,1168.49,1168.49
2022-01-18,1.23,0,1168.49,1168.49
2022-01-19,1.24,0,1168.49,1168.49
2022-01-20,1.19,0,1168.49,1168.49
2022-01-21,1.14,0,1168.49,1168.49
2022-01-24,1.21,0,1168.49,1168.49
2022-01-25,1.18,0,1168.49,1168.49
2022-01-26,1.12,0,1168.49,1168.49
2022-01-27,1.07,233,918.43,1167.74
2022-01-28,1.11,233,918.43,1177.06
2022-01-31,1.18,233,918.43,1193.37
2022-02-01,1.2,233,918.43,1198.03
2022-02-02,1.19,233,918.43,1195.7
2022-02-03,1.14,233,918.43,1184.05
2022-02-04,1.21,233,918.43,1200.36
2022-02-07,1.19,233,918.43,1195.7
2022-02-08,1.25,233,918.43,1209.68
2022-02-09,1.32,233,918.43,1225.99
2022-02-10,1.26,233,918.43,1212.01
2022-02-11,1.25,233,918.43,1209.68
2022-02-14,1.22,233,918.43,1202.69
2022-02-15,1.27,233,918.43,1214.34
2022-02-16,1.24,233,918.43,1207.35
2022-02-17,1.2,233,918.43,1198.03
2022-02-18,1.16,233,918.43,1188.71
2022-02-22,1.17,233,918.43,1191.04
2022-02-23,1.19,233,918.43,1195.7
2022-02-24,1.31,233,918.43,1223.66
2022-02-25,1.38,233,918.43,1239.97
2022-02-28,1.48,233,918.43,1263.27
2022-03-01,1.56,233,918.43,1281.91
2022-03-02,1.65,164,1031.94,1302.54
2022-03-03,1.65,164,1031.94,1302.54
2022-03-04,1.59,164,1031.94,1292.7
2022-03-07,1.66,164,1031.94,1304.18
2022-03-08,1.76,99,1145.99,1320.23
2022-03-09,1.85,0,1328.59,1328.59
2022-03-10,1.83,0,1328.59,1328.59
2022-03-11,1.74,0,1328.59,1328.59
2022-03-14,1.59,0,1328.59,1328.59
2022-03-15,1.65,0,1328.59,1328.59
2022-03-16,1.57,0,1328.59,1328.59
2022-03-17,1.74,0,1328.59,1328.59
2022-03-18,1.73,0,1328.59,1328.59
2022-03-21,1.76,0,1328.59,1328.59
2022-03-22,1.81,0,1328.59,1328.59
2022-03-23,1.76,0,1328.59,1328.59
2022-03-24,1.77,0,1328.59,1328.59
2022-03-25,1.67,0,1328.59,1328.59
2022-03-28,1.59,0,1328.59,1328.59
2022-03-29,1.62,0,1328.59,1328.59
2022-03-30,1.59,0,1328.59,1328.59
2022-03-31,1.6,0,1328.59,1328.59
2022-04-01,1.6,0,1328.59,1328.59
2022-04-04,1.6,0,1328.59,1328.59
2022-04-05,1.57,0,1328.59,1328.59
2022-04-06,1.66,0,1328.59,1328.59
2022-04-07,1.75,0,1328.59,1328.59
2022-04-08,1.78,0,1328.59,1328.59
2022-04-11,1.77,0,1328.59,1328.59
2022-04-12,1.77,0,1328.59,1328.59
2022-04-13,1.88,0,1328.59,1328.59
2022-04-14,1.84,0,1328.59,1328.59
2022-04-18,1.68,0,1328.59,1328.59
2022-04-19,1.6,0,1328.59,1328.59
2022-04-20,1.72,0,1328.59,1328.59
2022-04-21,1.57,0,1328.59,1328.59
2022-04-22,1.45,0,1328.59,1328.59
2022-04-25,1.4,0,1328.59,1328.59
2022-04-26,1.38,0,1328.59,1328.59
2022-04-27,1.39,0,1328.59,1328.59
2022-04-28,1.42,0,1328.59,1328.59
2022-04-29,1.38,0,1328.59,1328.59
2022-05-02,1.34,0,1328.59,1328.59
2022-05-03,1.39,0,1328.59,1328.59
2022-05-04,1.42,0,1328.59,1328.59
2022-05-05,1.3,0,1328.59,1328.59
2022-05-06,1.29,0,1328.59,1328.59
2022-05-09,1.16,0,1328.59,1328.59
2022-05-10,1.19,0,1328.59,1328.59
2022-05-11,1.08,0,1328.59,1328.59
2022-05-12,1.04,239,1079.29,1327.85
2022-05-13,1.13,239,1079.29,1349.36
2022-05-16,1.15,239,1079.29,1354.14
2022-05-17,1.23,239,1079.29,1373.26
2022-05-18,1.16,239,1079.29,1356.53
2022-05-19,1.15,239,1079.29,1354.14
2022-05-20,1.13,239,1079.29,1349.36
2022-05-23,1.2,239,1079.29,1366.09
2022-05-24,1.18,239,1079.29,1361.31
2022-05-25,1.17,239,1079.29,1358.92
2022-05-26,1.24,239,1079.29,1375.65
2022-05-27,1.25,239,1079.29,1378.04
2022-05-31,1.22,239,1079.29,1370.87
2022-06-01,1.17,239,1079.29,1358.92
2022-06-02,1.33,239,1079.29,1397.16
2022-06-03,1.31,239,1079.29,1392.38
2022-06-06,1.31,239,1079.29,1392.38
2022-06-07,1.45,239,1079.29,1425.84
2022-06-08,1.44,239,1079.29,1423.45
2022-06-09,1.3,239,1079.29,1389.99
2022-06-10,1.26,239,1079.29,1380.43
2022-06-13,1.17,239,1079.29,1358.92
2022-06-14,1.11,239,1079.29,1344.58
2022-06-15,1.14,239,1079.29,1351.75
2022-06-16,1.09,239,1079.29,1339.8
2022-06-17,1.09,239,1079.29,1339.8
2022-06-21,1.13,239,1079.29,1349.36
2022-06-22,1.08,239,1079.29,1337.41
2022-06-23,1.07,239,1079.29,1335.02
2022-06-24,1.2,239,1079.29,1366.09
2022-06-27,1.22,239,1079.29,1370.87
2022-06-28,1.15,239,1079.29,1354.14
2022-06-29,1.08,239,1079.29,1337.41
2022-06-30,1.06,239,1079.29,1332.63
2022-07-01,1.07,239,1079.29,1335.02
2022-07-05,1.03,239,1079.29,1325.46
2022-07-06,1.03,239,1079.29,1325.46
2022-07-07,1.09,239,1079.29,1339.8
2022-07-08,1.09,239,1079.29,1339.8
2022-07-11,1.03,239,1079.29,1325.46
2022-07-12,1.0,239,1079.29,1318.29
2022-07-13,1.01,239,1079.29,1320.68
2022-07-14,1.03,239,1079.29,1325.46
2022-07-15,1.04,239,1079.29,1327.85
2022-07-18,1.07,239,1079.29,1335.02
2022-07-19,1.13,239,1079.29,1349.36
2022-07-20,1.17,239,1079.29,1358.92
2022-07-21,1.1,239,1079.29,1342.19
2022-07-22,1.04,239,1079.29,1327.85
2022-07-25,1.12,239,1079.29,1346.97
2022-07-26,1.16,239,1079.29,1356.53
2022-07-27,1.24,239,1079.29,1375.65
2022-07-28,1.2,239,1079.29,1366.09
2022-07-29,1.19,239,1079.29,1363.7
2022-08-01,1.16,239,1079.29,1356.53
2022-08-02,1.19,239,1079.29,1363.7
2022-08-03,1.19,239,1079.29,1363.7
2022-08-04,1.18,239,1079.29,1361.31
2022-08-05,1.2,239,1079.29,1366.09
2022-08-08,1.18,239,1079.29,1361.31
2022-08-09,1.15,239,1079.29,1354.14
2022-08-10,1.16,239,1079.29,1356.53
2022-08-11,1.22,239,1079.29,1370.87
2022-08-12,1.19,239,1079.29,1363.7
2022-08-15,1.17,239,1079.29,1358.92
2022-08-16,1.17,239,1079.29,1358.92
2022-08-17,1.07,239,1079.29,1335.02
2022-08-18,1.13,239,1079.29,1349.36
2022-08-19,1.08,239,1079.29,1337.41
2022-08-22,1.05,239,1079.29,1330.24
2022-08-23,1.09,239,1079.29,1339.8
2022-08-24,1.29,239,1079.29,1387.6
2022-08-25,1.3,239,1079.29,1389.99
2022-08-26,1.21,239,1079.29,1368.48
2022-08-29,1.36,239,1079.29,1404.33
2022-08-30,1.37,239,1079.29,1406.72
2022-08-31,1.38,239,1079.29,1409.11
2022-09-01,1.29,239,1079.29,1387.6
2022-09-02,1.33,239,1079.29,1397.16
2022-09-06,1.37,239,1079.29,1406.72
2022-09-07,1.4,239,1079.29,1413.89
2022-09-08,1.47,239,1079.29,1430.62
2022-09-09,1.45,239,1079.29,1425.84
2022-09-12,1.42,239,1079.29,1418.67
2022-09-13,1.34,239,1079.29,1399.55
2022-09-14,1.37,239,1079.29,1406.72
2022-09-15,1.27,239,1079.29,1382.82
2022-09-16,1.28,239,1079.29,1385.21
2022-09-19,1.31,239,1079.29,1392.38
2022-09-20,1.25,239,1079.29,1378.04
2022-09-21,1.23,239,1079.29,1373.26
2022-09-22,1.15,239,1079.29,1354.14
2022-09-23,1.1,239,1079.29,1342.19
2022-09-26,1.07,239,1079.29,1335.02
2022-09-27,1.15,239,1079.29,1354.14
2022-09-28,1.21,239,1079.29,1368.48
2022-09-29,1.13,239,1079.29,1349.36
2022-09-30,1.09,239,1079.29,1339.8
2022-10-03,1.17,239,1079.29,1358.92
2022-10-04,1.22,239,1079.29,1370.87
2022-10-05,1.26,239,1079.29,1380.43
2022-10-06,1.18,239,1079.29,1361.31
2022-10-07,1.17,239,1079.29,1358.92
2022-10-10,1.11,239,1079.29,1344.58
2022-10-11,1.1,239,1079.29,1342.19
2022-10-12,1.14,239,1079.29,1351.75
2022-10-13,1.19,239,1079.29,1363.7
2022-10-14,1.12,239,1079.29,1346.97
2022-10-17,1.19,239,1079.29,1363.7
2022-10-18,1.18,239,1079.29,1361.31
2022-10-19,1.18,239,1079.29,1361.31
2022-10-20,1.16,239,1079.29,1356.53
2022-10-21,1.25,239,1079.29,1378.04
2022-10-24,1.23,239,1079.29,1373.26
2022-10-25,1.26,239,1079.29,1380.43
2022-10-26,1.34,239,1079.29,1399.55
2022-10-27,1.27,239,1079.29,1382.82
2022-10-28,1.31,239,1079.29,1392.38
2022-10-31,1.29,239,1079.29,1387.6
2022-11-01,1.27,239,1079.29,1382.82
2022-11-02,1.19,239,1079.29,1363.7
2022-11-03,1.17,239,1079.29,1358.92
2022-11-04,1.24,239,1079.29,1375.65
2022-11-07,1.32,239,1079.29,1394.77
2022-11-08,1.35,239,1079.29,1401.94
2022-11-09,1.29,239,1079.29,1387.6
2022-11-10,1.35,239,1079.29,1401.94
2022-11-11,1.38,239,1079.29,1409.11
2022-11-14,1.33,239,1079.29,1397.16
2022-11-15,1.34,239,1079.29,1399.55
2022-11-16,1.27,239,1079.29,1382.82
2022-11-17,1.25,239,1079.29,1378.04
2022-11-18,1.29,239,1079.29,1387.6
2022-11-21,1.24,239,1079.29,1375.65
2022-11-22,1.26,239,1079.29,1380.43
2022-11-23,1.31,239,1079.29,1392.38
2022-11-25,1.27,239,1079.29,1382.82
2022-11-28,1.22,239,1079.29,1370.87
2022-11-29,1.27,239,1079.29,1382.82
2022-11-30,1.32,239,1079.29,1394.77
2022-12-01,1.28,239,1079.29,1385.21
2022-12-02,1.26,239,1079.29,1380.43
2022-12-05,1.21,239,1079.29,1368.48
2022-12-06,1.12,239,1079.29,1346.97
2022-12-07,1.13,239,1079.29,1349.36
2022-12-08,1.17,239,1079.29,1358.92
2022-12-09,1.16,239,1079.29,1356.53
2022-12-12,1.18,239,1079.29,1361.31
2022-12-13,1.18,239,1079.29,1361.31
2022-12-14,1.16,239,1079.29,1356.53
2022-12-15,1.11,239,1079.29,1344.58
2022-12-16,1.15,239,1079.29,1354.14
2022-12-19,1.11,239,1079.29,1344.58
2022-12-20,1.16,239,1079.29,1356.53
2022-12-21,1.19,239,1079.29,1363.7
2022-12-22,1.16,239,1079.29,1356.53
2022-12-23,1.17,239,1079.29,1358.92
2022-12-27,1.18,239,1079.29,1361.31
2022-12-28,1.13,239,1079.29,1349.36
2022-12-29,1.14,239,1079.29,1351.75
2022-12-30,1.15,239,1079.29,1354.14
2023-01-03,1.14,239,1079.29,1351.75
2023-01-04,1.15,239,1079.29,1354.14
2023-01-05,1.13,239,1079.29,1349.36
2023-01-06,1.2,239,1079.29,1366.09
2023-01-09,1.27,239,1079.29,1382.82
2023-01-10,1.29,239,1079.29,1387.6
2023-01-11,1.28,239,1079.29,1385.21
2023-01-12,1.28,239,1079.29,1385.21
2023-01-13,1.26,239,1079.29,1380.43
2023-01-17,1.22,239,1079.29,1370.87
2023-01-18,1.17,239,1079.29,1358.92
2023-01-19,1.17,239,1079.29,1358.92
2023-01-20,1.25,239,1079.29,1378.04
2023-01-23,1.25,239,1079.29,1378.04
2023-01-24,1.24,239,1079.29,1375.65
2023-01-25,1.27,239,1079.29,1382.82
2023-01-26,1.26,239,1079.29,1380.43
2023-01-27,1.28,239,1079.29,1385.21
2023-01-30,1.33,239,1079.29,1397.16
2023-01-31,1.31,239,1079.29,1392.38
2023-02-01,1.35,239,1079.29,1401.94
2023-02-02,1.3,239,1079.29,1389.99
2023-02-03,1.25,239,1079.29,1378.04
2023-02-06,1.21,239,1079.29,1368.48
2023-02-07,1.24,239,1079.29,1375.65
2023-02-08,1.2,239,1079.29,1366.09
2023-02-09,1.2,239,1079.29,1366.09
2023-02-10,1.24,239,1079.29,1375.65
2023-02-13,1.25,239,1079.29,1378.04
2023-02-14,1.25,239,1079.29,1378.04
2023-02-15,1.31,239,1079.29,1392.38
2023-02-16,1.15,239,1079.29,1354.14
2023-02-17,1.14,239,1079.29,1351.75
2023-02-21,1.06,239,1079.29,1332.63
2023-02-22,1.06,239,1079.29,1332.63
2023-02-23,1.08,239,1079.29,1337.41
2023-02-24,1.05,239,1079.29,1330.24
2023-02-27,1.07,239,1079.29,1335.02
2023-02-28,1.07,239,1079.29,1335.02
2023-03-01,1.09,239,1079.29,1339.8
2023-03-02,1.1,239,1079.29,1342.19
2023-03-03,1.1,239,1079.29,1342.19
2023-03-06,1.08,239,1079.29,1337.41
2023-03-07,1.07,239,1079.29,1335.02
2023-03-08,1.06,239,1079.29,1332.63
2023-03-09,1.08,239,1079.29,1337.41
2023-03-10,1.04,239,1079.29,1327.85
2023-03-13,1.04,239,1079.29,1327.85
2023-03-14,1.02,239,1079.29,1323.07
2023-03-15,0.96,602,729.76,1307.68
2023-03-16,0.95,602,729.76,1301.66
2023-03-17,0.94,602,729.76,1295.64
2023-03-20,0.91,602,729.76,1277.58
2023-03-21,0.93,602,729.76,1289.62
2023-03-22,0.91,602,729.76,1277.58
2023-03-23,0.9,602,729.76,1271.56
2023-03-24,0.86,602,729.76,1247.48
2023-03-27,0.89,602,729.76,1265.54
2023-03-28,0.93,602,729.76,1289.62
2023-03-29,0.95,602,729.76,1301.66
2023-03-30,0.99,602,729.76,1325.74
2023-03-31,1.06,602,729.76,1367.88
2023-04-03,1.01,602,729.76,1337.78
2023-04-04,0.97,602,729.76,1313.7
2023-04-05,0.92,602,729.76,1283.6
2023-04-06,0.92,602,729.76,1283.6
2023-04-10,0.91,602,729.76,1277.58
2023-04-11,0.91,602,729.76,1277.58
2023-04-12,0.92,602,729.76,1283.6
2023-04-13,0.96,602,729.76,1307.68
2023-04-14,0.95,602,729.76,1301.66
2023-04-17,0.91,602,729.76,1277.58
2023-04-18,0.92,602,729.76,1283.6
2023-04-19,0.91,602,729.76,1277.58
2023-04-20,0.91,602,729.76,1277.58
2023-04-21,0.88,602,729.76,1259.52
2023-04-24,0.83,1082,330.17,1228.23
2023-04-25,0.83,1082,330.17,1228.23
2023-04-26,0.88,1082,330.17,1282.33
2023-04-27,0.9,1082,330.17,1303.97
2023-04-28,0.93,1082,330.17,1336.43
2023-05-01,0.87,1082,330.17,1271.51
2023-05-02,0.87,1082,330.17,1271.51
2023-05-03,0.86,1082,330.17,1260.69
2023-05-04,0.87,1082,330.17,1271.51
2023-05-05,0.95,1082,330.17,1358.07
2023-05-08,0.94,1082,330.17,1347.25
2023-05-09,1.01,1082,330.17,1422.99
2023-05-10,0.99,1082,330.17,1401.35
2023-05-11,0.98,1082,330.17,1390.53
